,city_id,abbr,city,metric_name,group_name,est,state,population,lat,lon,walk_score,transit_score,bike_score
73,83,GA,Smyrna,Air pollution - particulate matter,total population,9.6,Georgia,53438,33.8839926,-84.5143761,,,
74,894,GA,Valdosta,Air pollution - particulate matter,total population,8.0,Georgia,56481,30.8327022,-83.2784851,,,
75,739,GA,Warner Robins,Air pollution - particulate matter,total population,8.8,Georgia,72531,32.6130007,-83.624201,,,
76,388,AL,Mobile,Air pollution - particulate matter,total population,9.0,Alabama,194899,30.6953657,-88.0398912,,,
77,30,AL,Montgomery,Air pollution - particulate matter,total population,9.2,Alabama,201332,32.3668052,-86.2999689,25.8,16.4,32.9
78,9,ID,Boise City,Air pollution - particulate matter,total population,8.1,Idaho,214237,43.6187102,-116.2146068,38.5,22.6,62.3
79,683,ID,Idaho Falls,Air pollution - particulate matter,total population,6.8,Idaho,58292,43.4916514,-112.0339645,,,
80,157,ID,Meridian,Air pollution - particulate matter,total population,8.9,Idaho,83596,43.6121087,-116.3915131,,,
81,322,ID,Nampa,Air pollution - particulate matter,total population,9.0,Idaho,86518,43.5407172,-116.5634624,,,
82,812,ID,Pocatello,Air pollution - particulate matter,total population,6.3,Idaho,54350,42.8713032,-112.4455344,,,
83,697,IL,Arlington Heights,Air pollution - particulate matter,total population,10.1,Illinois,75994,42.0883603,-87.9806265,,,
84,16,IL,Aurora,Air pollution - particulate matter,total population,10.5,Illinois,199963,41.7605849,-88.3200715,,,
85,836,IL,Berwyn,Air pollution - particulate matter,total population,10.7,Illinois,56758,41.8505874,-87.7936685,,,
86,356,IL,Bloomington,Air pollution - particulate matter,total population,9.7,Illinois,78902,40.4842027,-88.9936873,,,
87,569,IL,Bolingbrook,Air pollution - particulate matter,total population,10.9,Illinois,73936,41.6986416,-88.0683955,,,
88,818,IL,Champaign,Air pollution - particulate matter,total population,8.9,Illinois,83424,40.1164204,-88.2433829,,,
89,594,IL,Chicago,Air pollution - particulate matter,total population,10.3,Illinois,2718782,41.8781136,-87.6297982,77.2,65.0,72.2
90,959,IL,Cicero,Air pollution - particulate matter,total population,10.7,Illinois,84103,41.8455877,-87.7539448,,,
91,386,IL,Decatur,Air pollution - particulate matter,total population,10.0,Illinois,74710,39.8403147,-88.9548001,,,
92,490,IL,Des Plaines,Air pollution - particulate matter,total population,10.3,Illinois,58918,42.0333623,-87.8833991,,,
93,862,IL,Elgin,Air pollution - particulate matter,total population,10.1,Illinois,110145,42.0354084,-88.2825668,,,
94,951,IL,Evanston,Air pollution - particulate matter,total population,9.7,Illinois,75570,42.0450722,-87.6876969,,,
95,791,IL,Hoffman Estates,Air pollution - particulate matter,total population,10.2,Illinois,52398,42.0629915,-88.1227199,,,
96,781,IL,Joliet,Air pollution - particulate matter,total population,10.4,Illinois,147806,41.525031,-88.0817251,,,
97,402,IL,Mount Prospect,Air pollution - particulate matter,total population,10.2,Illinois,54771,42.0664167,-87.9372908,,,
98,87,IL,Naperville,Air pollution - particulate matter,total population,10.8,Illinois,144864,41.7508391,-88.1535352,,,
99,253,IL,Normal,Air pollution - particulate matter,total population,9.7,Illinois,54664,40.5142026,-88.9906312,,,
100,92,IL,Oak Lawn,Air pollution - particulate matter,total population,10.7,Illinois,57073,41.719978,-87.7479528,,,
101,557,IL,Oak Park,Air pollution - particulate matter,total population,10.6,Illinois,52066,41.8850317,-87.7845025,,,
102,948,IL,Orland Park,Air pollution - particulate matter,total population,10.7,Illinois,58590,41.6303103,-87.8539425,,,
103,528,IL,Palatine,Air pollution - particulate matter,total population,10.0,Illinois,69350,42.1103041,-88.03424,,,
104,328,IL,Peoria,Air pollution - particulate matter,total population,9.8,Illinois,116513,40.6936488,-89.5889864,,,
105,706,IL,Rockford,Air pollution - particulate matter,total population,9.4,Illinois,150251,42.2711311,-89.0939952,,,
106,577,IL,Schaumburg,Air pollution - particulate matter,total population,10.4,Illinois,74907,42.0333607,-88.0834059,,,
107,641,IL,Skokie,Air pollution - particulate matter,total population,9.9,Illinois,65176,42.0324025,-87.7416246,,,
108,103,IL,Springfield,Air pollution - particulate matter,total population,9.8,Illinois,117006,39.7817213,-89.6501481,,,
109,412,AL,Tuscaloosa,Air pollution - particulate matter,total population,9.1,Alabama,95334,33.2098407,-87.5691735,,,
110,936,IL,Tinley Park,Air pollution - particulate matter,total population,10.6,Illinois,57282,41.5731442,-87.7932939,,,
111,919,IL,Waukegan,Air pollution - particulate matter,total population,8.8,Illinois,88826,42.3636331,-87.8447938,,,
112,324,IL,Wheaton,Air pollution - particulate matter,total population,10.9,Illinois,53648,41.8661403,-88.1070127,,,
113,772,IN,Anderson,Air pollution - particulate matter,total population,8.9,Indiana,55670,40.1053196,-85.6802541,,,
114,49,IN,Bloomington,Air pollution - particulate matter,total population,9.1,Indiana,82575,39.165325,-86.5263857,,,
115,691,IN,Carmel,Air pollution - particulate matter,total population,9.5,Indiana,85927,39.978371,-86.1180435,,,
116,10,IN,Elkhart,Air pollution - particulate matter,total population,8.8,Indiana,51265,41.6819935,-85.9766671,,,
117,897,IN,Evansville,Air pollution - particulate matter,total population,9.6,Indiana,120310,37.9715592,-87.5710898,,,
118,63,IN,Fishers,Air pollution - particulate matter,total population,9.3,Indiana,83891,39.9567548,-86.01335,,,
119,219,IN,Fort Wayne,Air pollution - particulate matter,total population,8.9,Indiana,256496,41.079273,-85.1393513,31.7,21.7,41.0
120,517,IN,Gary,Air pollution - particulate matter,total population,9.7,Indiana,78450,41.5933696,-87.3464271,,,
121,276,IN,Greenwood,Air pollution - particulate matter,total population,9.7,Indiana,53665,39.6136578,-86.1066526,,,
122,303,IN,Hammond,Air pollution - particulate matter,total population,10.2,Indiana,78967,41.5833688,-87.5000412,,,
123,399,IN,Indianapolis,Air pollution - particulate matter,total population,9.9,Indiana,843393,39.768403,-86.158068,31.0,24.9,42.8
124,397,IN,Kokomo,Air pollution - particulate matter,total population,8.5,Indiana,56895,40.486427,-86.1336033,,,
125,404,IN,Lafayette,Air pollution - particulate matter,total population,8.8,Indiana,70373,40.4167022,-86.8752869,,,
126,499,IN,Muncie,Air pollution - particulate matter,total population,8.8,Indiana,70316,40.1933767,-85.3863599,,,
127,67,IN,Noblesville,Air pollution - particulate matter,total population,9.2,Indiana,56540,40.0455917,-86.0085955,,,
128,758,IN,South Bend,Air pollution - particulate matter,total population,8.9,Indiana,100886,41.6763545,-86.2519898,,,
129,743,IN,Terre Haute,Air pollution - particulate matter,total population,8.9,Indiana,61025,39.4667034,-87.4139092,,,
130,580,IA,Ames,Air pollution - particulate matter,total population,7.9,Iowa,61792,42.034722,-93.62,,,
131,413,IA,Ankeny,Air pollution - particulate matter,total population,7.9,Iowa,51567,41.7317884,-93.6001278,,,
132,715,IA,Cedar Rapids,Air pollution - particulate matter,total population,8.8,Iowa,128429,41.9778795,-91.6656232,,,
133,57,IA,Council Bluffs,Air pollution - particulate matter,total population,8.5,Iowa,61969,41.2619444,-95.8608333,,,
134,983,IA,Davenport,Air pollution - particulate matter,total population,9.3,Iowa,102157,41.5236437,-90.5776367,,,
135,760,IA,Des Moines,Air pollution - particulate matter,total population,7.9,Iowa,207510,41.6005448,-93.6091064,45.0,30.1,39.4
136,520,IA,Dubuque,Air pollution - particulate matter,total population,8.9,Iowa,58253,42.5005583,-90.6645718,,,
137,669,IA,Iowa City,Air pollution - particulate matter,total population,8.8,Iowa,71591,41.6611277,-91.5301683,,,
138,432,IA,Sioux City,Air pollution - particulate matter,total population,7.5,Iowa,82459,42.4999942,-96.4003069,,,
139,155,IA,Waterloo,Air pollution - particulate matter,total population,8.6,Iowa,68366,42.492786,-92.3425775,,,
140,77,IA,West Des Moines,Air pollution - particulate matter,total population,7.8,Iowa,61255,41.5772115,-93.711332,,,
141,263,KS,Kansas City,Air pollution - particulate matter,total population,8.4,Kansas,148483,39.114053,-94.6274636,,,
142,198,KS,Lawrence,Air pollution - particulate matter,total population,8.5,Kansas,90811,38.9716689,-95.2352501,,,
143,66,KS,Lenexa,Air pollution - particulate matter,total population,8.1,Kansas,50344,38.9536174,-94.7335709,,,
144,331,KS,Manhattan,Air pollution - particulate matter,total population,8.2,Kansas,56143,39.1836082,-96.5716694,,,
145,405,KS,Olathe,Air pollution - particulate matter,total population,7.9,Kansas,131885,38.8813958,-94.8191285,,,
146,21,KS,Overland Park,Air pollution - particulate matter,total population,8.0,Kansas,181260,38.9822282,-94.6707917,,,
147,587,KS,Shawnee,Air pollution - particulate matter,total population,8.2,Kansas,64323,39.0228485,-94.7151865,,,
148,720,KS,Topeka,Air pollution - particulate matter,total population,9.0,Kansas,127679,39.0558235,-95.6890185,,,
149,342,KS,Wichita,Air pollution - particulate matter,total population,8.1,Kansas,386552,37.688889,-97.336111,34.8,19.7,43.9
150,920,KY,Bowling Green,Air pollution - particulate matter,total population,8.6,Kentucky,61488,36.9685219,-86.4808043,,,
151,728,KY,Louisville,Air pollution - particulate matter,total population,9.8,Kentucky,609893,38.2526647,-85.7584557,,,
152,591,KY,Owensboro,Air pollution - particulate matter,total population,9.4,Kentucky,58416,37.7719074,-87.1111676,,,
153,944,LA,Baton Rouge,Air pollution - particulate matter,total population,10.3,Louisiana,229426,30.4582829,-91.1403196,39.1,,44.3
154,815,LA,Bossier City,Air pollution - particulate matter,total population,10.1,Louisiana,66333,32.5159852,-93.7321228,,,
155,486,LA,Kenner,Air pollution - particulate matter,total population,8.9,Louisiana,66975,29.9940924,-90.2417434,,,
156,8,LA,Lafayette,Air pollution - particulate matter,total population,9.4,Louisiana,124276,30.2240897,-92.0198427,,,
157,753,LA,Lake Charles,Air pollution - particulate matter,total population,9.6,Louisiana,74024,30.2265949,-93.2173758,,,
158,90,LA,New Orleans,Air pollution - particulate matter,total population,8.7,Louisiana,378715,29.9510658,-90.0715323,58.0,43.9,65.7
159,532,LA,Shreveport,Air pollution - particulate matter,total population,10.1,Louisiana,200327,32.5251516,-93.7501789,,,
160,115,ME,Portland,Air pollution - particulate matter,total population,6.5,Maine,66318,43.661471,-70.2553259,,,
161,872,MD,Baltimore,Air pollution - particulate matter,total population,8.7,Maryland,622104,39.2903848,-76.6121893,64.3,53.2,53.4
162,227,MD,Bowie,Air pollution - particulate matter,total population,8.0,Maryland,56759,39.0067768,-76.7791365,,,
163,72,MD,Frederick,Air pollution - particulate matter,total population,8.3,Maryland,66893,39.4142688,-77.4105409,,,
164,70,MD,Gaithersburg,Air pollution - particulate matter,total population,8.6,Maryland,65690,39.1434406,-77.2013705,,,
165,794,MD,Rockville,Air pollution - particulate matter,total population,8.6,Maryland,64072,39.0839973,-77.1527578,,,
166,130,MA,Boston,Air pollution - particulate matter,total population,7.7,Massachusetts,645966,42.3600825,-71.0588801,82.8,72.4,69.4
167,659,MA,Brockton,Air pollution - particulate matter,total population,7.0,Massachusetts,94089,42.0834335,-71.0183787,,,
168,979,MA,Cambridge,Air pollution - particulate matter,total population,7.6,Massachusetts,107289,42.3736158,-71.1097335,,,
169,969,MA,Chicopee,Air pollution - particulate matter,total population,6.4,Massachusetts,55717,42.1487043,-72.6078672,,,
170,78,MA,Fall River,Air pollution - particulate matter,total population,6.7,Massachusetts,88697,41.7014912,-71.1550451,,,
171,977,MA,Haverhill,Air pollution - particulate matter,total population,5.8,Massachusetts,62088,42.7762015,-71.0772796,,,
172,537,MA,Lawrence,Air pollution - particulate matter,total population,6.1,Massachusetts,77657,42.7070354,-71.1631137,,,
173,335,MA,Lowell,Air pollution - particulate matter,total population,6.3,Massachusetts,108861,42.6334247,-71.3161718,,,
174,876,MA,Lynn,Air pollution - particulate matter,total population,6.9,Massachusetts,91589,42.466763,-70.9494938,,,
175,165,MA,Malden,Air pollution - particulate matter,total population,7.3,Massachusetts,60509,42.4250964,-71.066163,,,
176,221,MA,Medford,Air pollution - particulate matter,total population,7.4,Massachusetts,57170,42.4184296,-71.1061639,,,
177,927,MA,New Bedford,Air pollution - particulate matter,total population,6.4,Massachusetts,95078,41.6362152,-70.934205,,,
178,266,MA,Newton,Air pollution - particulate matter,total population,7.5,Massachusetts,87971,42.3370413,-71.2092214,,,
179,687,MA,Peabody,Air pollution - particulate matter,total population,6.7,Massachusetts,52044,42.5278731,-70.9286609,,,
180,717,MA,Quincy,Air pollution - particulate matter,total population,7.5,Massachusetts,93494,42.2528772,-71.0022705,,,
181,695,MA,Revere,Air pollution - particulate matter,total population,7.3,Massachusetts,53756,42.4084302,-71.0119948,,,
182,832,MA,Somerville,Air pollution - particulate matter,total population,7.5,Massachusetts,78804,42.3875968,-71.0994968,,,
183,291,MA,Springfield,Air pollution - particulate matter,total population,6.6,Massachusetts,153703,42.1014831,-72.589811,,,
184,492,MA,Taunton,Air pollution - particulate matter,total population,7.0,Massachusetts,56069,41.900101,-71.0897674,,,
185,547,MA,Waltham,Air pollution - particulate matter,total population,7.3,Massachusetts,62227,42.3764852,-71.2356113,,,
186,161,MA,Weymouth Town,Air pollution - particulate matter,total population,7.2,Massachusetts,55419,42.2180724,-70.9410356,,,
187,3,MA,Worcester,Air pollution - particulate matter,total population,6.4,Massachusetts,182544,42.2625932,-71.8022934,,,
188,648,MI,Ann Arbor,Air pollution - particulate matter,total population,9.1,Michigan,117025,42.2808256,-83.7430378,,,
189,482,MI,Battle Creek,Air pollution - particulate matter,total population,8.6,Michigan,51848,42.3211522,-85.1797142,,,
190,869,MI,Dearborn,Air pollution - particulate matter,total population,10.0,Michigan,95884,42.3222599,-83.1763145,,,
191,784,MI,Dearborn Heights,Air pollution - particulate matter,total population,9.9,Michigan,56620,42.3369816,-83.2732627,,,
192,244,MI,Detroit,Air pollution - particulate matter,total population,10.0,Michigan,688701,42.331427,-83.0457538,51.1,35.7,52.1
193,799,MI,Farmington Hills,Air pollution - particulate matter,total population,9.6,Michigan,81295,42.4989936,-83.3677168,,,
194,120,MI,Flint,Air pollution - particulate matter,total population,8.5,Michigan,99763,43.0125274,-83.6874562,,,
195,556,MI,Grand Rapids,Air pollution - particulate matter,total population,8.9,Michigan,192294,42.9633599,-85.6680863,,,
196,408,MI,Kalamazoo,Air pollution - particulate matter,total population,8.7,Michigan,75548,42.2917069,-85.5872286,,,
197,204,MI,Kentwood,Air pollution - particulate matter,total population,8.9,Michigan,50233,42.8694731,-85.6447492,,,
198,947,MI,Lansing,Air pollution - particulate matter,total population,8.6,Michigan,113972,42.732535,-84.5555347,,,
199,764,MI,Livonia,Air pollution - particulate matter,total population,9.7,Michigan,95208,42.36837,-83.3527097,,,
200,994,MI,Novi,Air pollution - particulate matter,total population,9.4,Michigan,57960,42.48059,-83.4754913,,,
201,311,MI,Pontiac,Air pollution - particulate matter,total population,9.4,Michigan,59887,42.6389216,-83.2910468,,,
202,619,MI,Rochester Hills,Air pollution - particulate matter,total population,9.5,Michigan,72952,42.6583661,-83.1499322,,,
203,423,MI,Royal Oak,Air pollution - particulate matter,total population,10.0,Michigan,58946,42.4894801,-83.1446485,,,
204,178,MI,St. Clair Shores,Air pollution - particulate matter,total population,9.8,Michigan,60070,42.4974085,-82.8963604,,,
205,7,MI,Southfield,Air pollution - particulate matter,total population,9.9,Michigan,73006,42.4733688,-83.2218731,,,
206,61,MI,Sterling Heights,Air pollution - particulate matter,total population,9.9,Michigan,131224,42.5803122,-83.0302033,,,
207,225,MI,Taylor,Air pollution - particulate matter,total population,9.7,Michigan,61817,42.240872,-83.2696509,,,
208,420,MI,Troy,Air pollution - particulate matter,total population,9.8,Michigan,82821,42.6064095,-83.1497751,,,
209,578,MI,Warren,Air pollution - particulate matter,total population,10.0,Michigan,134873,42.5144566,-83.0146526,,,
210,441,MI,Westland,Air pollution - particulate matter,total population,9.7,Michigan,82578,42.324204,-83.400211,,,
211,735,MI,Wyoming,Air pollution - particulate matter,total population,8.9,Michigan,74100,42.9133602,-85.7053085,,,
212,671,MN,Apple Valley,Air pollution - particulate matter,total population,7.9,Minnesota,50201,44.7319094,-93.21772,,,
213,271,MN,Blaine,Air pollution - particulate matter,total population,7.9,Minnesota,60407,45.1607987,-93.2349489,,,
214,483,MN,Bloomington,Air pollution - particulate matter,total population,8.0,Minnesota,86319,44.840798,-93.2982799,,,
215,116,MN,Brooklyn Park,Air pollution - particulate matter,total population,8.0,Minnesota,78373,45.0941315,-93.3563405,,,
216,27,MN,Burnsville,Air pollution - particulate matter,total population,7.9,Minnesota,61434,44.7677424,-93.2777226,,,
217,255,MN,Coon Rapids,Air pollution - particulate matter,total population,7.9,Minnesota,62103,45.1732394,-93.3030063,,,
218,543,MN,Duluth,Air pollution - particulate matter,total population,5.6,Minnesota,86128,46.7866719,-92.1004852,,,
219,6,MN,Eagan,Air pollution - particulate matter,total population,8.1,Minnesota,65453,44.8041322,-93.1668858,,,
220,436,MN,Eden Prairie,Air pollution - particulate matter,total population,7.8,Minnesota,62603,44.8546856,-93.470786,,,
221,344,MN,Lakeville,Air pollution - particulate matter,total population,7.8,Minnesota,58562,44.6496868,-93.24272,,,
222,807,MN,Maple Grove,Air pollution - particulate matter,total population,7.8,Minnesota,65415,45.0724642,-93.4557877,,,
223,185,MN,Minneapolis,Air pollution - particulate matter,total population,8.2,Minnesota,400070,44.977753,-93.2650108,71.4,55.0,83.5
224,723,MN,Minnetonka,Air pollution - particulate matter,total population,7.9,Minnesota,51368,44.9211836,-93.4687489,,,
225,757,MN,Plymouth,Air pollution - particulate matter,total population,7.9,Minnesota,73987,45.0105194,-93.4555093,,,
226,132,MN,Rochester,Air pollution - particulate matter,total population,8.5,Minnesota,110742,44.0121221,-92.4801989,,,
227,209,MN,St. Cloud,Air pollution - particulate matter,total population,7.0,Minnesota,66297,45.5579451,-94.1632404,,,
228,666,MN,St. Paul,Air pollution - particulate matter,total population,8.4,Minnesota,294873,44.9537029,-93.0899578,60.4,46.4,64.0
229,877,MN,Woodbury,Air pollution - particulate matter,total population,8.2,Minnesota,65656,44.9238552,-92.9593797,,,
230,469,MS,Gulfport,Air pollution - particulate matter,total population,8.7,Mississippi,71012,30.3674198,-89.0928155,,,
231,22,MS,Jackson,Air pollution - particulate matter,total population,10.0,Mississippi,172638,32.2987573,-90.1848103,,,
232,68,MS,Southaven,Air pollution - particulate matter,total population,9.4,Mississippi,50997,34.9889818,-90.0125913,,,
233,821,MO,Blue Springs,Air pollution - particulate matter,total population,7.8,Missouri,53294,39.0169509,-94.2816148,,,
234,689,MO,Columbia,Air pollution - particulate matter,total population,8.5,Missouri,115276,38.9517053,-92.3340724,,,
235,133,MO,Florissant,Air pollution - particulate matter,total population,9.7,Missouri,52363,38.789217,-90.322614,,,
236,946,MO,Independence,Air pollution - particulate matter,total population,8.2,Missouri,117240,39.0911161,-94.4155068,,,
237,962,MO,Joplin,Air pollution - particulate matter,total population,9.3,Missouri,50789,37.0842271,-94.513281,,,
238,25,MO,Kansas City,Air pollution - particulate matter,total population,8.3,Missouri,467007,39.0997265,-94.5785667,35.3,25.5,35.0
239,628,MO,Lee's Summit,Air pollution - particulate matter,total population,7.9,Missouri,93184,38.9108408,-94.3821724,,,
240,842,MO,O'Fallon,Air pollution - particulate matter,total population,9.2,Missouri,82809,38.8106075,-90.6998477,,,
241,97,MO,St. Charles,Air pollution - particulate matter,total population,9.6,Missouri,67569,38.7881062,-90.4974359,,,
242,644,MO,St. Joseph,Air pollution - particulate matter,total population,8.5,Missouri,77147,39.7674578,-94.846681,,,
243,189,MO,St. Louis,Air pollution - particulate matter,total population,9.6,Missouri,318416,38.6270025,-90.1994042,65.7,42.6,57.7
244,579,MO,St. Peters,Air pollution - particulate matter,total population,9.4,Missouri,54842,38.7874699,-90.6298922,,,
